p1_championId,p1_championName,p1_participantId,p1_perks.statPerks.offense,p1_perks.statPerks.flex,p1_perks.statPerks.defense,p1_puuid,p1_summoner1Id,p1_summoner2Id,p1_summonerId,p1_summonerLevel,p1_summonerName,p1_teamId,p1_win,p2_championId,p2_championName,p2_participantId,p2_perks.statPerks.offense,p2_perks.statPerks.flex,p2_perks.statPerks.defense,p2_puuid,p2_summoner1Id,p2_summoner2Id,p2_summonerId,p2_summonerLevel,p2_summonerName,p2_teamId,p2_win,p3_championId,p3_championName,p3_participantId,p3_perks.statPerks.offense,p3_perks.statPerks.flex,p3_perks.statPerks.defense,p3_puuid,p3_summoner1Id,p3_summoner2Id,p3_summonerId,p3_summonerLevel,p3_summonerName,p3_teamId,p3_win,p4_championId,p4_championName,p4_participantId,p4_perks.statPerks.offense,p4_perks.statPerks.flex,p4_perks.statPerks.defense,p4_puuid,p4_summoner1Id,p4_summoner2Id,p4_summonerId,p4_summonerLevel,p4_summonerName,p4_teamId,p4_win,p5_championId,p5_championName,p5_participantId,p5_perks.statPerks.offense,p5_perks.statPerks.flex,p5_perks.statPerks.defense,p5_puuid,p5_summoner1Id,p5_summoner2Id,p5_summonerId,p5_summonerLevel,p5_summonerName,p5_teamId,p5_win,p6_championId,p6_championName,p6_participantId,p6_perks.statPerks.offense,p6_perks.statPerks.flex,p6_perks.statPerks.defense,p6_puuid,p6_summoner1Id,p6_summoner2Id,p6_summonerId,p6_summonerLevel,p6_summonerName,p6_teamId,p6_win,p7_championId,p7_championName,p7_participantId,p7_perks.statPerks.offense,p7_perks.statPerks.flex,p7_perks.statPerks.defense,p7_puuid,p7_summoner1Id,p7_summoner2Id,p7_summonerId,p7_summonerLevel,p7_summonerName,p7_teamId,p7_win,p8_championId,p8_championName,p8_participantId,p8_perks.statPerks.offense,p8_perks.statPerks.flex,p8_perks.statPerks.defense,p8_puuid,p8_summoner1Id,p8_summoner2Id,p8_summonerId,p8_summonerLevel,p8_summonerName,p8_teamId,p8_win,p9_championId,p9_championName,p9_participantId,p9_perks.statPerks.offense,p9_perks.statPerks.flex,p9_perks.statPerks.defense,p9_puuid,p9_summoner1Id,p9_summoner2Id,p9_summonerId,p9_summonerLevel,p9_summonerName,p9_teamId,p9_win,p10_championId,p10_championName,p10_participantId,p10_perks.statPerks.offense,p10_perks.statPerks.flex,p10_perks.statPerks.defense,p10_puuid,p10_summoner1Id,p10_summoner2Id,p10_summonerId,p10_summonerLevel,p10_summonerName,p10_teamId,p10_win,p1_perk1,p1_perk2,p1_perk3,p1_perk4,p1_perk5,p1_perk6,p2_perk1,p2_perk2,p2_perk3,p2_perk4,p2_perk5,p2_perk6,p3_perk1,p3_perk2,p3_perk3,p3_perk4,p3_perk5,p3_perk6,p4_perk1,p4_perk2,p4_perk3,p4_perk4,p4_perk5,p4_perk6,p5_perk1,p5_perk2,p5_perk3,p5_perk4,p5_perk5,p5_perk6,p6_perk1,p6_perk2,p6_perk3,p6_perk4,p6_perk5,p6_perk6,p7_perk1,p7_perk2,p7_perk3,p7_perk4,p7_perk5,p7_perk6,p8_perk1,p8_perk2,p8_perk3,p8_perk4,p8_perk5,p8_perk6,p9_perk1,p9_perk2,p9_perk3,p9_perk4,p9_perk5,p9_perk6,p10_perk1,p10_perk2,p10_perk3,p10_perk4,p10_perk5,p10_perk6,matchId,gameMode
142,Zoe,1,5008,5008,5002,QFdmTPjoX7JAYz29vlL0Y6g8Fg6PuJ_a2RPN-he3wQrCJtcyj3fk39IyBmEUgM526u3dAxi3IOYFQg,4,32,Zw_7h9tsVQUISMgTID3y2gOdBvBSB3B0Sone3bXaBtbSewI,313,Vemodalen,100,True,18,Tristana,2,5005,5008,5002,VOxOZqDiLtzNKuYfp8PsZguOK1SsdH1Z263MD81DqyR6ef3WsQ-L5zi0OrgdL329Z1XcNfzu1syYbw,13,4,o3zBEYAABMPzzu56n9sQYcsXRwvOdYa6X9l9-7qpggdFZkY,318,Biddlestix,100,True,517,Sylas,3,5008,5008,5002,7p8w9Gs7AS11790BtGRZh1DYlFkdbh78m_VWnwK7n2GzmyNHTEFk9Yy1oUgOgU1Cay9LFTtr2Ztjew,14,32,vuhvfOSub4sVE6CL09TNei6lfq-KzI5DUg01zwcst5cpbHs,197,Sanelitefalcon,100,True,67,Vayne,4,5005,5003,5002,YGVK004m0XL6KgrW7bZui0YArLn0DjTcAXW8aRfIDuODUPXgElaGYygF4R63LmJ61HxSdQbr520dJw,4,21,xUem-fp16s2pvHyez7e1FbSpX_EDwaNW4uI-6PDvTrzcfvw,180,BabyZach,100,True,10,Kayle,5,5005,5008,5002,gOoZHiAmD1_x3C4pOV4AMsgjcQdKsRH965V6aMu1Q_T8KO3y0cThx_AQNwOzZG3OQJ4Cv0BFx_d_hw,6,4,EgcBDU0Lwfo8Iserq_TPQCqwnu_-KHmZqkr8doHDoh6eOKREi0PFrk_VRQ,164,Lilico,100,True,202,Jhin,6,5008,5008,5002,_fzoKE4DhNoPeEIg89ePmSrhWJbkwhbWA8hO_2rgIkaYpVP6BjNthlgu-b-WkGXdW1jXC7BjdQxnew,7,4,PA1KMT3wUbvuN3e1WbJ0BgXTCqUkeYduOchl-zaeJ2e-l08,188,Heavenly D,200,False,84,Akali,7,5008,5008,5002,zAhiF5mfju9HX1IwcJS0XHdphIp4UNJRypebH8Ta2TO2YeJyu0t1b7UFicR4EcE1wKzQl-rf5D6dEw,32,4,0s6Q1I7Js1n9tYnh70KCkWm1lbfv7_P1nj9VuVCkQ6s6iqg,346,Maethornis,200,False,27,Singed,8,5008,5008,5002,ALdxOl4wRN04rb7w-tSsN-gP3K-cYxuZ6juaaBIRuNXRI8UG-K4YrjtTKe63nf8hiDsURQ9PA8uy1g,32,4,_waNuu6SyNx4ahndI43nVhj1OvBtPSLfYRMAXmuRC_to0lE,212,ShipRek,200,False,236,Lucian,9,5005,5002,5003,LRjZnG4Accpchvyvybe9v8HiLD0wVMQvzAesQDYE6_JaO2SzDOBdPWg7_6o6JZqO2Ddgkc9sCbHf9A,4,7,fLwk7cqg8Qd0FrvSD7qmqLnD9CKtc_W5ZTkgW0evrY6bmQ4,232,TarousSilver,200,False,110,Varus,10,5008,5008,5002,eGuhAPLyQtCBeJXHSl5R5ibhhbKPvwtyOu8iUyBKVUkFC0D-781UhbEGInEJl02PJFpgt45aHJlL4Q,6,4,qoEl7yygKz6HHuSk1lIbGuim013O7kyuqmtPLDU3yg5yAvc,486,KhaStyx,200,False,8128,8139,8138,8135,8009,8014,9923,8139,8138,8135,9111,9104,8010,9111,9105,8014,8139,8135,8008,9101,9105,8299,8321,8347,8008,9111,9104,8014,8139,8135,8128,8139,8138,8135,8009,8014,8010,8009,9105,8014,8139,8135,8010,9111,9105,8299,8139,8135,8005,8009,9104,8017,8138,8134,8128,8139,8138,8106,8233,8236,NA1_4291403419,ARAM
412,Thresh,1,5007,5008,5001,uu2C1y_R7xzCvmbiXRfLOfxEcMw_OiHDU2BTJIwVNNO1VD_T1eCid9yotypJLG3MVDeT6bVzxp6PxA,4,32,vVxCKkXyOZy_52gqfOA2gnJSDV40S3j97GvCjpeD3JtlJ5g,208,Expired User,100,False,235,Senna,2,5005,5002,5001,fWr1EN1_nZWwF82_P92TssiWn8SizgvREZB6ziTUndSlZnGSROybXjtZgkfkdB4xYIyAU15bxnoaMA,7,4,aQ8t9l7c3t5H3zBuHo65QN_U1O5xxfzkcj849OdIF2q7pAU,172,Ascilia,100,False,61,Orianna,3,5008,5008,5002,keCdYK96aR4aRDiT-1VeS1EHovz7ZU1LnHT6DPTgRApNg2pkKA2vSbjiql_lmRWz8yjgwPi_SgliFw,7,4,YcUT0JoZsjoZOD_QtYj4adSmboErKP2Gw2wmsh2ptx0SRuo,349,melly bird,100,False,53,Blitzcrank,4,5008,5008,5002,K53wm8ppw_I26CdkfQsXJxGhpOqqD3p8pD6Br3wZLaclBd4_nj6rB6lGnG8B9algdoL9-iBQRtCjXA,7,4,-gPFg305eNo9vk72WLehgaKbHGE09q_bobYVODRdMZGh-v0,363,Left Tiddy,100,False,19,Warwick,5,5005,5008,5002,mhFCEfCfgjK6KqDRDDczU57aiHWkEgXSqX6e_SOAvx-SqbbDGICQQAdaonV8MTAakyi-5N4rjkXkdg,32,4,N1KuNk8bMZDo8D-xDE3bIr8WGuJcY8phgcaD22qVpHLunIg,318,Recoil11,100,False,421,RekSai,6,5005,5008,5002,ALdxOl4wRN04rb7w-tSsN-gP3K-cYxuZ6juaaBIRuNXRI8UG-K4YrjtTKe63nf8hiDsURQ9PA8uy1g,32,4,_waNuu6SyNx4ahndI43nVhj1OvBtPSLfYRMAXmuRC_to0lE,213,ShipRek,200,True,38,Kassadin,7,5008,5008,5003,VhQRQHOKkGdbQN3n9ixTAdoF43CBMnKN0xgJJgjleezLnZU-okrGsJbWDrXmLerdTk8gy3d2JV7LYA,32,4,MxRonRKcNGNeyPfVfsZBZ8GbIwQLXTV5SWSzTInDvUwBJD0,289,Litharien,200,True,17,Teemo,8,5005,5002,5003,LRjZnG4Accpchvyvybe9v8HiLD0wVMQvzAesQDYE6_JaO2SzDOBdPWg7_6o6JZqO2Ddgkc9sCbHf9A,4,7,fLwk7cqg8Qd0FrvSD7qmqLnD9CKtc_W5ZTkgW0evrY6bmQ4,233,TarousSilver,200,True,29,Twitch,9,5005,5008,5001,HkIRkIJDIoiOq69FfuE_zh19ucGsd7rU4z4DU_NSPRpc_hk8sKzOxsVa6bK85ZfHtC3M8zEQpsw9iw,14,4,Tk7csyR1kUX3l7Vpthw0U2BMz3PDV-TMvj2MmJeA5V6HynX7,268,IWillNotIllaoit,200,True,267,Nami,10,5008,5008,5002,HaUyXNAEs7XpeOyrNDYDW0bDPNJZHaCjjv7M00nnNEieTuDFDPoyGyUrU9fVxcQqbBxRVVVJk0UWvQ,4,32,V9LioO5vwqFneC8zRNk2D2BKvzGawjY1VJwllhOHdxYr56hM,270,deborahfischer1,200,True,8439,8463,8473,8451,8009,9105,8229,8226,8210,8237,8304,8345,8229,8226,8210,8237,8345,8352,8351,8306,8316,8347,8473,8451,8010,9111,9105,8299,8139,8135,9923,8126,8138,8135,9111,8014,8112,8139,8138,8135,8009,8014,8437,8446,8429,8451,8009,9104,9923,8126,8138,8135,8009,8017,8214,8226,8210,8237,8014,8009,NA1_4291608940,ARAM
69,Cassiopeia,1,5008,5008,5002,EOWCJIc1oj7nOdRBR-nuXdQ_OYU_wWa5Clio-dzvuqkqGNek3gLV3-tfp3KabmS-MDZ77ZYu6AyM_w,4,32,A5zZ0eYqcUUjnIBYBjhIGvaAe16-i_ekckaKPpJMtcVzhT8,224,SpectreRyzen,100,True,102,Shyvana,2,5005,5008,5002,_fzoKE4DhNoPeEIg89ePmSrhWJbkwhbWA8hO_2rgIkaYpVP6BjNthlgu-b-WkGXdW1jXC7BjdQxnew,7,4,PA1KMT3wUbvuN3e1WbJ0BgXTCqUkeYduOchl-zaeJ2e-l08,188,Heavenly D,100,True,90,Malzahar,3,5008,5008,5001,Jdeyxx0dbxtF_6XRMz2t3OK2sZDnfbX0D1NL7_B_5VnDWO7Qr7ysju_fpC7VLWjrdr2zPd8fTUAy-Q,4,32,j6o5H4AigadH1uVz89Mm34hcA7IK1PjvBO5JmXN_4VqV5fk,180,MathFa,100,True,161,Velkoz,4,5007,5008,5003,d4IeT9kgn0_oBWeSMOqcCP8zTtqCD6vPis9DiQw1MHO_Pzz7RUpzB1omKOGzwW8zIMgRifrS0vJbhg,21,4,0iKtMVn1eUQtbBkgDmPJc6v65mv_Gl3aSkfxhRTMPnxtsg3c,86,Emman61,100,True,267,Nami,5,5008,5008,5002,54E9RfeYQR-YtHrBrFmBb1aSAr3mGUq8XPeu6cudQOpnhBqUB7PZf6_eJSJrlATlsp_XLOFf-TQ0Hw,21,4,E6Ouf33mjg9L7M_B7o6TRcRgRjvytbWBjPnAC6wGZOXcrXs,175,nyaní,100,True,9,FiddleSticks,6,5008,5008,5001,3QR94DyH__Gu3eB_4NrEhayJUzx3Ie-WfrEaz222jUaCYuOtS1-IFdJBfc4KNy10-o0p4HZTQ_xnFw,4,32,YIlNe6K7jHxxd1FY58m61xFcg3nxEoaxcyEmFG0rUtGOAzU,155,IcecreamFPV,200,False,122,Darius,7,5008,5008,5001,Ul0Ab4xiqk-eAMY9363Oa5PuASN_UN5hgBD5JaB85EhxmiM_HBXMkTdYn0AB146JRtLhjPuZiIo4MQ,6,4,f_yi0eaKCbkyhjjZFLJ4t368ser2FMStoBl5miaDA5BLtuY,177,Igneousak,200,False,555,Pyke,8,5008,5008,5003,GoeC3YxZY7BdvMtG-gURGftlIilhyxuu04fIZHnHP_R0bjFPydPXV7M8IFxqT3AKelVmB1mAP1Z5ug,4,6,25trugr77oUgbtcFdRF627tpGesblHGSRgP6X4cLPHnyQDs,50,Thoedgar,200,False,498,Xayah,9,5008,5002,5002,67NrmA7GgjScNfkcDcDeBr8McUHvI_sbuJz694vBQZHO5Pe8Dg1NbSH-mA1-i1gqn8hlRLdCf1Y4Lg,4,32,QE0uewdCYfJhfAr4NpAdFraE6AMnjL4Gm_XwYQiwgT32FW-C,658,DAREtoStayHigh,200,False,133,Quinn,10,5005,5008,5001,e5r_GgOFe9AqoSx9eIdV2317VGsorhOE2G5kIHzwoM_eZCVwxpT_mpFfeCrFaqw2RBsI2hL6yc490Q,4,32,-Vj9Olset7MpNAESb5VnPAKVmvoO_4QXFma-_6748h5LoG0,105,BR0M4CIA,200,False,8128,8126,8138,8135,8226,8237,8008,9111,9103,8014,8139,8135,8229,8226,8210,8236,8138,8105,8229,8226,8210,8237,8138,8106,8214,8226,8234,8237,8453,8473,8229,8226,8210,8236,8138,8105,8010,9111,9105,8014,8106,8139,9923,8143,8138,8106,8234,8226,8128,8139,8138,8135,8009,9104,8128,8143,8138,8135,9111,9103,NA1_4290159355,ARAM
57,Maokai,1,5005,5008,5002,i4HbZPaeHB-lY4DuKIJFNZJs3xm9TwuxhXxAm3pxCNmRIxVFlcs41eolYKGcBc952EUSf4W_vVMs6Q,4,32,qs2XgxZbKQGDEZB9R6moz4aH0WK8rb4CaxixCrfSi9u2bsk,146,BarneyRubble231,100,False,67,Vayne,2,5005,5008,5002,_fzoKE4DhNoPeEIg89ePmSrhWJbkwhbWA8hO_2rgIkaYpVP6BjNthlgu-b-WkGXdW1jXC7BjdQxnew,7,4,PA1KMT3wUbvuN3e1WbJ0BgXTCqUkeYduOchl-zaeJ2e-l08,188,Heavenly D,100,False,72,Skarner,3,5008,5008,5002,rG4jzphOShj0556aLf14wXgVnhsLk-Bu17JTLcIZQGQtjNPJXDsp7ghutPmsJCriGglBJu5uyCjKOA,4,32,fDI1zDIrp2Ve1AerOfzVbZj4tgywya-sELRI4ZZTRVuFWe8,447,VisualOneRay,100,False,63,Brand,4,5008,5002,5002,FWkp6JeWI1qH-dhJYeqDdiwZUydRGwnnEBROZi8TFDQYsKa8J0Ue6E0xpGFhv3g4rH19jfG3oe9mmQ,6,4,TL1NBkT4AKOrvqeVA8b6RR2WXeHFElVhulDvyrmXaoPPApY,289,TheYetisKing,100,False,876,Lillia,5,5005,5003,5002,8jzhGO9QS0CNHZ2M5H56LEceE78cZOskgbnjQjk0IeSoELORZdB54yprsgLlU4OkPCCnvxg32rCHsg,32,4,j6keuQj7smVWHWOhnDWis5rMhtnXBnNM9vB6THszItMF-TA,386,nihilscientiae,100,False,21,MissFortune,6,5005,5008,5002,N_Uxj0obfPEVjogxkxNTVIoIhF_-y7kiGmwqU2RlZhixduOy7YDytzTkGjWWKkJv0TE69DS_UVmmrA,1,4,gTlWT7I9s_yZcCG2JR5pOpNgrcoW2MurO8qLc6SYq3_28VhrQXan-vmcOA,69,2XP,200,True,54,Malphite,7,5008,5008,5002,fcrMDc7TSPtmEIrtICOTjdb70WyWMDBVJupDnKs-dluBblZU4-NgaE7kDrXWEUeDrGmEEcat4RwPKg,4,7,38KjZQJFe1So7dEyk9jzaXq-aXO16bsyIbZmLdgREE_KYtORJjHWYekOFQ,78,0utwit,200,True,80,Pantheon,8,5008,5008,5002,Hi5nKJ_1jdnjfeoq80WxO0E7ZP6yBNLzMbeOSMvAlGipa6R62T7gG4-C76jJpQSo9CXzxOKsUpqhKQ,4,6,YegEdR5zBL9BdPPSs3tAsTJXkBrOpf2to9wRDMONaCCQfc4,326,Toothless,200,True,43,Karma,9,5008,5008,5001,qtrjwc1K_Jilht51ttaEE7bP2Edi1OWkWV4E7MNbtguEjYyVWevNwQBhY8kYbnbdC3kR1iClX8993g,7,4,x8yiio414itB39uBnfrpUelzUpYU9P3ZEHzH2NdNrdM6OE0,135,saixx,200,True,429,Kalista,10,5005,5008,5002,0-m0ji1cNcUCuuyA96_TTJyI8ZVsealZirslzCaN9s8ZgDiog1MkvKxNvf2RDwSSQ8WAcx4ak9uSmQ,4,32,4YODEV2KyTVTW7X93SfxBov613ip7ehHzTaQlot_bhIVIPU,338,DynasteeX,200,True,8010,9111,9104,8299,8429,8242,8008,9111,9104,8014,8451,8429,8351,8304,8345,8410,8446,8473,8229,8226,8210,8237,8126,8138,8128,8139,8138,8106,8009,9105,8008,9111,9104,8017,8139,8135,8128,8143,8138,8106,8210,8236,8112,8139,8138,8105,9111,8014,8229,8226,8210,8236,8135,8139,9923,8143,8138,8135,8444,8453,NA1_4291391912,ARAM
238,Zed,1,5008,5008,5002,PqW4hnfF1TyiRuAYewO-cf_m6p_9EoiSKdIRvMDNqef34qB9M14x3MPh59W4PphTDzj1teYe_zjQkg,32,4,LdYILnjGM9aURoDpM5peUnYfgZP0JqtSzgSsSVRAGoX2dKs7L6AJ2xUbXA,43,xLord of Intx,100,True,201,Braum,2,5007,5002,5002,Zx8jck9m6xNaykVVMR73jxntoUtL7AHWMGSpQTTFrg0xbQ4pOkBUchkixOx4cb7M4yZzN4tW7-U0Og,4,32,3xSuc0yto6QxTub6Cvgx8ydF6z-nTPFLJzG43HeS4MRWf6g,496,TeemoDoesNothing,100,True,23,Tryndamere,3,5005,5008,5002,A-FeiopIRA0tOvrfRjqXrQ37OJmTP5Zt0MeAuaqF_GmWxLfVz_LiUMPVpqgevM0Kvezfh56zC6VQ5Q,4,32,xn95ZM-vZH_VIhQXo-MkdA0UtRplHrzmIi8RsHhEJ2TXmMg,122,ScopeWar,100,True,875,Sett,4,5005,5008,5002,Vd-XmFTRMEJvpurtIh3TFY-fLH2xm8Zr_aSB22O6KQGQrWuins8_OyAprNKRf7BBKhR0O4_nn3XJ1Q,32,4,GtIITPGlklXbnd5LfVWM5JTwTCOMnFpL5aN3NBzbt5MNOeE,339,The M3nt0r,100,True,76,Nidalee,5,5005,5008,5003,tnUQnnD1G1A22Q9EisNcE_pZs8zTU9kXr5nYFFMukgh-bcZ8etR4rZOakIysPR8-N8kSE9UZiQBw8A,32,4,rbu34Qd8oxk2CrqYCaV20K7HlPZUGtRd4npsq3pdjRsDwIE,162,Aithne Aire,100,True,236,Lucian,6,5008,5008,5002,4yTunelquRnxJuDaPizMa7A8SPXYKYuvxOVoKxLH47HrFdVGp3cN9HmTmDwx21TkdFQPEM98pd56lg,7,4,NL_MgfK-DClHvn5v7asdElhAyCCp8jioKTaZ2SCPxGIDEtA,212,AndruskiDPS,200,False,86,Garen,7,5005,5003,5002,YGVK004m0XL6KgrW7bZui0YArLn0DjTcAXW8aRfIDuODUPXgElaGYygF4R63LmJ61HxSdQbr520dJw,4,32,xUem-fp16s2pvHyez7e1FbSpX_EDwaNW4uI-6PDvTrzcfvw,179,BabyZach,200,False,25,Morgana,8,5008,5008,5002,4wV4e1hB0ji-IbPyn8VNMIM57MeGCecYOoska2IKW7pJbN4wa_MctOLwK2-e79kARCUV_CaIGWjw9Q,4,13,hByoe7vq3_k8zTccMDD_A2ghE16Zk14LKST9dHOYwmNmRWs,263,MaxControl,200,False,115,Ziggs,9,5008,5008,5002,aVM2psshBzaFq16aCWLyOefRotXHfPz4MC6UCca3wdLt6T8rMvazfrCjP4EFCb5CxQg3traRtRRC_A,4,21,ZylFtxWPtGh1gKSOtOH_7iRM6k3GitPizvQu3vyGpciuJlE,157,Sature Lurker,200,False,888,Renata,10,5007,5002,5001,v5LJF-qpVPNU7TVl9EaTwRq7oSVQhlrv24JGVxNpZ0taGmySZYFGG8PXpRREp6D5EMGE4Gm35BGeKg,4,32,jjWObovQw9EZUZ44SgmuVJE1Jv1wOerLtq0BFWoLmNC7hGI,133,PRJCTMARS,200,False,8112,8143,8138,8135,8014,8009,8465,8463,8444,8453,8106,8139,8010,9111,9104,8299,8473,8453,8010,9111,9105,8299,8444,8453,8229,8224,8233,8237,8138,8105,8214,8226,8210,8236,8009,8014,8021,9101,9105,8299,8321,8347,8229,8275,8233,8237,8345,8347,8128,8139,8138,8106,8009,8014,8437,8446,8429,8453,8410,8345,NA1_4290489586,ARAM
